state,year,quarter,district,count,amount
Andhra Pradesh,2024,2,Spsr Nellore District,121146667,208460354672.0
Andhra Pradesh,2024,2,Vizianagaram District,64618416,106767080307.0
Andhra Pradesh,2024,2,Visakhapatnam District,260339876,378402015204.0
Andhra Pradesh,2024,2,Prakasam District,112437837,202731369689.0
Andhra Pradesh,2024,2,Anantapur District,136536485,225723880453.0
Andhra Pradesh,2024,2,Ysr District,103280919,200094107316.0
Andhra Pradesh,2024,2,West Godavari District,143617131,249493284812.0
Andhra Pradesh,2024,2,Kurnool District,127978397,213990808953.0
Andhra Pradesh,2024,2,Chittoor District,194201427,307619765473.0
Andhra Pradesh,2024,2,Guntur District,191134818,314056718623.0
Andhra Pradesh,2024,2,Krishna District,206843456,335127419350.0
Andhra Pradesh,2024,3,East Godavari District,85529302,134055222841.0
Andhra Pradesh,2024,3,Srikakulam District,62184993,97813235035.0
Andhra Pradesh,2024,3,Visakhapatnam District,213106280,290036726818.0
Andhra Pradesh,2024,3,Sri Potti Sriramulu Nellore District,106917876,175836307089.0
Andhra Pradesh,2024,3,Kurnool District,76743327,116585260974.0
Andhra Pradesh,2024,3,Guntur District,127566851,190039358188.0
Andhra Pradesh,2024,3,Krishna District,53171206,79983950321.0
Andhra Pradesh,2024,3,Annamayya District,62848984,112657755790.0
Andhra Pradesh,2024,3,Ananthapuramu District,91820629,142914453423.0
Andhra Pradesh,2024,3,Vizianagaram District,62554001,95045716716.0
Andhra Pradesh,2024,3,Tirupati District,149968579,211447552571.0
Andhra Pradesh,2024,3,Alluri Sitharama Raju District,13047314,17711034657.0
Andhra Pradesh,2024,3,Nandyal District,58218141,94767854409.0
Andhra Pradesh,2024,3,Sri Sathyasai District,54635514,85171801342.0
Andhra Pradesh,2024,3,Palnadu District,63733956,103932427004.0
Andhra Pradesh,2024,3,Prakasam District,85310768,143771093092.0
Andhra Pradesh,2024,3,Parvathipuram Manyam District,16244017,26358426448.0
Andhra Pradesh,2024,3,Dr Br Ambedkar Konaseema District,51948055,82595773585.0
Andhra Pradesh,2024,3,Bapatla District,46247509,74276374977.0
Andhra Pradesh,2024,3,Ntr District,152140699,224873105608.0
Andhra Pradesh,2024,3,Kakinada District,95570509,138371672925.0
Andhra Pradesh,2024,3,Anakapalli District,62265420,94198852698.0
Andhra Pradesh,2024,3,Ysr District,81092780,147753373999.0
Andhra Pradesh,2024,3,West Godavari District,71827279,115940451584.0
Andhra Pradesh,2024,3,Eluru District,81354859,126434474521.0
Andhra Pradesh,2024,3,Chittoor District,65322514,104073350874.0
Andhra Pradesh,2024,4,East Godavari District,96791979,147921011637.0
Andhra Pradesh,2024,4,Srikakulam District,68020232,104655474413.0
Andhra Pradesh,2024,4,Visakhapatnam District,229565019,302371361659.0
Andhra Pradesh,2024,4,Sri Potti Sriramulu Nellore District,114316424,182545036925.0
Andhra Pradesh,2024,4,Kurnool District,84094067,125400553798.0
Andhra Pradesh,2024,4,Guntur District,139286726,201755300053.0
Andhra Pradesh,2024,4,Krishna District,59157277,87816112495.0
Andhra Pradesh,2024,4,Annamayya District,67565763,115547782003.0
Andhra Pradesh,2024,4,Ananthapuramu District,100670947,151922187881.0
Andhra Pradesh,2024,4,Vizianagaram District,68941987,103240952250.0
Andhra Pradesh,2024,4,Tirupati District,159672169,217180680249.0
Andhra Pradesh,2024,4,Alluri Sitharama Raju District,16328675,22054853299.0
Andhra Pradesh,2024,4,Nandyal District,65846099,107236824037.0
Andhra Pradesh,2024,4,Sri Sathyasai District,59833855,91086871790.0
Andhra Pradesh,2024,4,Palnadu District,68725562,111366598419.0
Andhra Pradesh,2024,4,Prakasam District,90937455,149042387778.0
Andhra Pradesh,2024,4,Parvathipuram Manyam District,17808047,29400489754.0
Andhra Pradesh,2024,4,Dr Br Ambedkar Konaseema District,59479299,92702253484.0
Andhra Pradesh,2024,4,Bapatla District,50922968,79581355819.0
Andhra Pradesh,2024,4,Ntr District,171465537,247316521377.0
Andhra Pradesh,2024,4,Kakinada District,106856932,150518386058.0
Andhra Pradesh,2024,4,Anakapalli District,68465689,101420705724.0
Andhra Pradesh,2024,4,Ysr District,87733584,154462449389.0
Andhra Pradesh,2024,4,West Godavari District,80979438,126425425232.0
Andhra Pradesh,2024,4,Eluru District,92216645,140703076456.0
Andhra Pradesh,2024,4,Chittoor District,70763169,108340916987.0
Arunachal Pradesh,2018,1,Lower Dibang Valley District,1356,1076236.81
Arunachal Pradesh,2018,1,Lower Subansiri District,1477,3650727.89
Arunachal Pradesh,2018,1,Longding District,2321,4361531.58
Arunachal Pradesh,2018,1,West Siang District,1887,4796675.57
Arunachal Pradesh,2018,1,Kamle District,14,7971.33
Arunachal Pradesh,2018,1,Upper Siang District,126,186610.67
Arunachal Pradesh,2018,1,Tirap District,945,1064265.0
Arunachal Pradesh,2018,1,Papum Pare District,14224,32555848.46
Arunachal Pradesh,2018,1,Kurung Kumey District,84,99416.58
Arunachal Pradesh,2018,1,Siang District,252,339471.8
Arunachal Pradesh,2018,1,Lower Siang District,1292,2337960.71
Arunachal Pradesh,2018,1,Kra Daadi District,207,495375.15
Arunachal Pradesh,2018,1,Changlang District,3195,5380749.42
Arunachal Pradesh,2018,1,Pakke Kessang District,9,9131.4
Arunachal Pradesh,2018,1,Dibang Valley District,2,169.89
Arunachal Pradesh,2018,1,West Kameng District,5787,9540632.55
Arunachal Pradesh,2018,1,East Siang District,3286,5533620.19
Arunachal Pradesh,2018,1,Upper Subansiri District,735,1358367.5
Arunachal Pradesh,2018,1,East Kameng District,529,473824.77
Arunachal Pradesh,2018,1,Lohit District,3747,11496949.55
Arunachal Pradesh,2018,1,Lepa Rada District,288,403149.47
Arunachal Pradesh,2018,1,Tawang District,2334,5055665.02
Arunachal Pradesh,2018,1,Namsai District,1400,2162984.71
Arunachal Pradesh,2018,2,Lower Dibang Valley District,1827,2561237.51
Arunachal Pradesh,2018,2,Lower Subansiri District,1666,4113742.04
Arunachal Pradesh,2018,2,Longding District,4634,10271170.17
Arunachal Pradesh,2018,2,West Siang District,2579,7610989.57
Arunachal Pradesh,2018,2,Kamle District,12,23654.06
Arunachal Pradesh,2018,2,Upper Siang District,240,494895.09
Arunachal Pradesh,2018,2,Tirap District,1903,3126393.76
Arunachal Pradesh,2018,2,Papum Pare District,25363,66520931.2
Arunachal Pradesh,2018,2,Kurung Kumey District,83,123737.22
Arunachal Pradesh,2018,2,Anjaw District,7,7871.02
Arunachal Pradesh,2018,2,Siang District,336,740232.63
Arunachal Pradesh,2018,2,Lower Siang District,2292,2179451.66
Arunachal Pradesh,2018,2,Kra Daadi District,247,987136.0
Arunachal Pradesh,2018,2,Changlang District,6066,13294258.5
Arunachal Pradesh,2018,2,Pakke Kessang District,48,58359.57
Arunachal Pradesh,2018,2,Dibang Valley District,68,65769.2
Arunachal Pradesh,2018,2,West Kameng District,10466,25521321.34
Arunachal Pradesh,2018,2,East Siang District,6363,15285584.2
Arunachal Pradesh,2018,2,Upper Subansiri District,1285,2911910.37
Arunachal Pradesh,2018,2,East Kameng District,522,1825297.46
Arunachal Pradesh,2018,2,Lohit District,6962,20520618.88
Arunachal Pradesh,2018,2,Lepa Rada District,511,731444.74
Arunachal Pradesh,2018,2,Tawang District,5447,13722374.81
Arunachal Pradesh,2018,2,Namsai District,3230,6271811.33
Arunachal Pradesh,2018,3,Lower Dibang Valley District,2824,6074558.21
Arunachal Pradesh,2018,3,Lower Subansiri District,2346,5154231.74
Arunachal Pradesh,2018,3,Longding District,5288,18327334.05
Arunachal Pradesh,2018,3,West Siang District,3337,12966152.79
Arunachal Pradesh,2018,3,Kamle District,93,30504.94
Arunachal Pradesh,2018,3,Upper Siang District,250,743956.11
Arunachal Pradesh,2018,3,Tirap District,3322,7479257.01
Arunachal Pradesh,2018,3,Papum Pare District,43282,101080479.29
Arunachal Pradesh,2018,3,Kurung Kumey District,255,303027.41
Arunachal Pradesh,2018,3,Anjaw District,13,95403.68
Arunachal Pradesh,2018,3,Siang District,615,2141734.5
Arunachal Pradesh,2018,3,Lower Siang District,2625,3045590.88
Arunachal Pradesh,2018,3,Kra Daadi District,436,1606758.41
Arunachal Pradesh,2018,3,Changlang District,10162,20494174.95
Arunachal Pradesh,2018,3,Pakke Kessang District,165,305164.82
Arunachal Pradesh,2018,3,Dibang Valley District,29,196466.67
Arunachal Pradesh,2018,3,West Kameng District,17026,48528147.45
Arunachal Pradesh,2018,3,East Siang District,10539,24885270.77
Arunachal Pradesh,2018,3,Upper Subansiri District,1601,4223297.61
Arunachal Pradesh,2018,3,East Kameng District,1029,3132863.59
Arunachal Pradesh,2018,3,Lohit District,11595,32702331.66
Arunachal Pradesh,2018,3,Lepa Rada District,523,1777602.44
Arunachal Pradesh,2018,3,Tawang District,8715,25733824.99
Arunachal Pradesh,2018,3,Namsai District,5076,10698272.77
Arunachal Pradesh,2018,4,Lower Dibang Valley District,4227,10951332.39
Arunachal Pradesh,2018,4,Lower Subansiri District,3735,8884930.59
Arunachal Pradesh,2018,4,Longding District,6581,22545311.85
Arunachal Pradesh,2018,4,West Siang District,3813,14013986.24
Arunachal Pradesh,2018,4,Kamle District,247,361497.06
Arunachal Pradesh,2018,4,Upper Siang District,1041,2157332.95
Arunachal Pradesh,2018,4,Tirap District,5725,10811742.67
Arunachal Pradesh,2018,4,Papum Pare District,55224,154875448.21
Arunachal Pradesh,2018,4,Kurung Kumey District,444,759686.72
Arunachal Pradesh,2018,4,Anjaw District,273,495578.2
Arunachal Pradesh,2018,4,Siang District,822,2176630.24
Arunachal Pradesh,2018,4,Lower Siang District,2883,4533291.2
Arunachal Pradesh,2018,4,Kra Daadi District,750,3254327.44
Arunachal Pradesh,2018,4,Changlang District,13950,32343047.41
Arunachal Pradesh,2018,4,Pakke Kessang District,297,462143.52
Arunachal Pradesh,2018,4,Dibang Valley District,40,97205.29
Arunachal Pradesh,2018,4,West Kameng District,25439,89194886.84
Arunachal Pradesh,2018,4,Shi Yomi District,61,42483.8
Arunachal Pradesh,2018,4,East Siang District,12893,34272134.34
Arunachal Pradesh,2018,4,Upper Subansiri District,2686,8771042.08
Arunachal Pradesh,2018,4,East Kameng District,1750,5936855.71
Arunachal Pradesh,2018,4,Lohit District,14268,40510521.95
Arunachal Pradesh,2018,4,Lepa Rada District,932,3023578.19
Arunachal Pradesh,2018,4,Tawang District,11104,35921510.89
Arunachal Pradesh,2018,4,Namsai District,7244,17643523.29
Arunachal Pradesh,2019,1,Lower Dibang Valley District,6314,13738776.18
Arunachal Pradesh,2019,1,Lower Subansiri District,4994,12615032.12
Arunachal Pradesh,2019,1,Longding District,7287,25349462.06
Arunachal Pradesh,2019,1,West Siang District,5921,19426751.3
Arunachal Pradesh,2019,1,Kamle District,391,725807.11
Arunachal Pradesh,2019,1,Upper Siang District,1154,2756678.31
Arunachal Pradesh,2019,1,Tirap District,6877,14075747.84
Arunachal Pradesh,2019,1,Papum Pare District,70941,188556716.36
Arunachal Pradesh,2019,1,Kurung Kumey District,740,2076644.12
Arunachal Pradesh,2019,1,Anjaw District,2116,4643030.8
Arunachal Pradesh,2019,1,Siang District,1282,2552682.04
Arunachal Pradesh,2019,1,Lower Siang District,3565,6923301.93
Arunachal Pradesh,2019,1,Kra Daadi District,1070,3797175.48
Arunachal Pradesh,2019,1,Changlang District,17589,40239141.67
Arunachal Pradesh,2019,1,Pakke Kessang District,545,1682922.84
Arunachal Pradesh,2019,1,Dibang Valley District,102,301591.39
Arunachal Pradesh,2019,1,West Kameng District,34289,101333633.68
Arunachal Pradesh,2019,1,Shi Yomi District,19,212989.63
Arunachal Pradesh,2019,1,East Siang District,15621,39284373.05
Arunachal Pradesh,2019,1,Upper Subansiri District,3880,14105451.85
Arunachal Pradesh,2019,1,East Kameng District,2688,9107597.73
Arunachal Pradesh,2019,1,Lohit District,15896,42834776.78
Arunachal Pradesh,2019,1,Lepa Rada District,1523,4054526.31
Arunachal Pradesh,2019,1,Tawang District,13102,39489779.14
Arunachal Pradesh,2019,1,Namsai District,8600,20065516.62
Arunachal Pradesh,2019,2,Lower Dibang Valley District,5819,13737167.75
Arunachal Pradesh,2019,2,Lower Subansiri District,5579,14746949.65
Arunachal Pradesh,2019,2,Longding District,6744,23464027.89
Arunachal Pradesh,2019,2,West Siang District,8041,24549832.98
Arunachal Pradesh,2019,2,Kamle District,414,1136776.7
Arunachal Pradesh,2019,2,Upper Siang District,1079,3993676.33
Arunachal Pradesh,2019,2,Tirap District,6868,18633793.43
Arunachal Pradesh,2019,2,Papum Pare District,86433,246640891.35
Arunachal Pradesh,2019,2,Kurung Kumey District,1427,4036511.93
Arunachal Pradesh,2019,2,Anjaw District,2473,5220589.92
Arunachal Pradesh,2019,2,Siang District,1654,5373179.35
Arunachal Pradesh,2019,2,Lower Siang District,3791,7075961.24
Arunachal Pradesh,2019,2,Kra Daadi District,1447,4315353.22
Arunachal Pradesh,2019,2,Changlang District,18631,48891048.26
Arunachal Pradesh,2019,2,Pakke Kessang District,687,1750138.06
Arunachal Pradesh,2019,2,Dibang Valley District,98,214966.62
Arunachal Pradesh,2019,2,West Kameng District,37430,122521180.76
Arunachal Pradesh,2019,2,Shi Yomi District,13,65209.39
Arunachal Pradesh,2019,2,East Siang District,16494,46549881.24
Arunachal Pradesh,2019,2,Upper Subansiri District,4827,18395806.57
Arunachal Pradesh,2019,2,East Kameng District,2309,8996397.74
Arunachal Pradesh,2019,2,Lohit District,18693,48893746.83
Arunachal Pradesh,2019,2,Lepa Rada District,2108,5045595.91
Arunachal Pradesh,2019,2,Tawang District,15960,55915834.59
Arunachal Pradesh,2019,2,Namsai District,9637,22491356.66
Arunachal Pradesh,2019,3,Lower Dibang Valley District,8405,15177864.64
Arunachal Pradesh,2019,3,Lower Subansiri District,8828,21059967.5
Arunachal Pradesh,2019,3,Longding District,10269,26620415.02
Arunachal Pradesh,2019,3,West Siang District,11889,30014806.82
Arunachal Pradesh,2019,3,Kamle District,677,968784.51
Arunachal Pradesh,2019,3,Upper Siang District,1419,3927440.44
Arunachal Pradesh,2019,3,Tirap District,11249,21737827.19
Arunachal Pradesh,2019,3,Papum Pare District,117940,301518075.7
Arunachal Pradesh,2019,3,Kurung Kumey District,1579,3674797.1
Arunachal Pradesh,2019,3,Anjaw District,4230,9665384.07
Arunachal Pradesh,2019,3,Siang District,2640,6888800.9
Arunachal Pradesh,2019,3,Lower Siang District,5348,9507511.57
Arunachal Pradesh,2019,3,Kra Daadi District,2187,5520848.19
Arunachal Pradesh,2019,3,Changlang District,29218,58354823.44
Arunachal Pradesh,2019,3,Pakke Kessang District,977,2145842.29
Arunachal Pradesh,2019,3,Dibang Valley District,202,675910.0
Arunachal Pradesh,2019,3,West Kameng District,53939,147186019.88
Arunachal Pradesh,2019,3,Shi Yomi District,27,30367.75
Arunachal Pradesh,2019,3,East Siang District,22611,58040119.96
Arunachal Pradesh,2019,3,Upper Subansiri District,7803,22099628.49
Arunachal Pradesh,2019,3,East Kameng District,3814,10631335.87
Arunachal Pradesh,2019,3,Lohit District,24505,54539458.21
Arunachal Pradesh,2019,3,Lepa Rada District,2928,4930337.94
Arunachal Pradesh,2019,3,Tawang District,24097,72221026.28
Arunachal Pradesh,2019,3,Namsai District,13453,25507641.02
Arunachal Pradesh,2019,4,Lower Dibang Valley District,10376,21103089.24
Arunachal Pradesh,2019,4,Lower Subansiri District,11806,29634357.49
Arunachal Pradesh,2019,4,Longding District,11018,29245021.39
Arunachal Pradesh,2019,4,West Siang District,14581,39460255.47
Arunachal Pradesh,2019,4,Kamle District,999,1620922.33
Arunachal Pradesh,2019,4,Upper Siang District,4165,12739585.64
Arunachal Pradesh,2019,4,Tirap District,16459,38467790.73
Arunachal Pradesh,2019,4,Papum Pare District,143272,378838002.34
Arunachal Pradesh,2019,4,Kurung Kumey District,1343,4526789.75
Arunachal Pradesh,2019,4,Anjaw District,5417,11887950.53
Arunachal Pradesh,2019,4,Siang District,4756,8833695.42
Arunachal Pradesh,2019,4,Lower Siang District,6628,11985865.26
Arunachal Pradesh,2019,4,Kra Daadi District,2830,7804936.33
Arunachal Pradesh,2019,4,Changlang District,33963,71874990.96
Arunachal Pradesh,2019,4,Pakke Kessang District,1194,2287739.01
Arunachal Pradesh,2019,4,Dibang Valley District,267,1240493.03
Arunachal Pradesh,2019,4,West Kameng District,66740,198205637.5
Arunachal Pradesh,2019,4,Shi Yomi District,232,170772.73
Arunachal Pradesh,2019,4,East Siang District,26605,72075285.44
Arunachal Pradesh,2019,4,Upper Subansiri District,9285,28319761.87
Arunachal Pradesh,2019,4,East Kameng District,5646,19408662.75
Arunachal Pradesh,2019,4,Lohit District,29281,67502324.59
Arunachal Pradesh,2019,4,Lepa Rada District,4245,8888753.88
Arunachal Pradesh,2019,4,Tawang District,30077,91949243.61
Arunachal Pradesh,2019,4,Namsai District,18290,32501252.24
Arunachal Pradesh,2020,1,Lower Dibang Valley District,14400,29552510.94
Arunachal Pradesh,2020,1,Lower Subansiri District,15770,34273250.72
Arunachal Pradesh,2020,1,Longding District,13240,35267439.98
Arunachal Pradesh,2020,1,West Siang District,19728,47929440.73
Arunachal Pradesh,2020,1,Kamle District,1434,3418975.83
Arunachal Pradesh,2020,1,Upper Siang District,7055,17820679.65
Arunachal Pradesh,2020,1,Tirap District,18369,40877851.79
Arunachal Pradesh,2020,1,Papum Pare District,180373,457430754.16
Arunachal Pradesh,2020,1,Kurung Kumey District,2294,5942677.06
Arunachal Pradesh,2020,1,Anjaw District,5025,12808735.86
Arunachal Pradesh,2020,1,Siang District,5136,11962344.14
Arunachal Pradesh,2020,1,Lower Siang District,8047,15520255.4
Arunachal Pradesh,2020,1,Kra Daadi District,3407,10045462.8
Arunachal Pradesh,2020,1,Changlang District,43858,93461363.59
Arunachal Pradesh,2020,1,Pakke Kessang District,2044,3425821.32
Arunachal Pradesh,2020,1,Dibang Valley District,397,878784.6
Arunachal Pradesh,2020,1,West Kameng District,75363,198712422.24
Arunachal Pradesh,2020,1,Shi Yomi District,117,566189.99
Arunachal Pradesh,2020,1,East Siang District,33743,82011539.43
Arunachal Pradesh,2020,1,Upper Subansiri District,12313,33686711.81
Arunachal Pradesh,2020,1,East Kameng District,7379,20456070.89
