State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
Kerala,2018,2,Recharge & bill payments,1230869,248080143.26
Kerala,2018,2,Peer-to-peer payments,848291,3436199589.08
Kerala,2018,2,Merchant payments,131217,144501582.05
Kerala,2018,2,Financial Services,41100,12355589.34
Kerala,2018,2,Others,56688,45786439.72
Kerala,2018,3,Peer-to-peer payments,1425259,4823239268.28
Kerala,2018,3,Recharge & bill payments,1407588,296352497.34
Kerala,2018,3,Merchant payments,210974,160705488.6
Kerala,2018,3,Financial Services,37286,6170643.39
Kerala,2018,3,Others,53241,36557326.26
Kerala,2018,4,Peer-to-peer payments,2073960,6959805154.57
Kerala,2018,4,Recharge & bill payments,1679897,351296525.3
Kerala,2018,4,Merchant payments,417114,378857199.65
Kerala,2018,4,Financial Services,75084,10063656.73
Kerala,2018,4,Others,64599,47338700.57
Kerala,2019,1,Peer-to-peer payments,3601116,9314451112.09
Kerala,2019,1,Recharge & bill payments,2180915,498453895.95
Kerala,2019,1,Merchant payments,550707,371997848.2
Kerala,2019,1,Financial Services,77652,7808573.9
Kerala,2019,1,Others,58649,42319704.72
Kerala,2019,2,Peer-to-peer payments,3519528,11630623424.13
Kerala,2019,2,Recharge & bill payments,2711299,768892057.8
Kerala,2019,2,Merchant payments,937130,569545843.0
Kerala,2019,2,Financial Services,38869,5823291.62
Kerala,2019,2,Others,77000,56486944.63
Kerala,2019,3,Peer-to-peer payments,4181954,14433990011.32
Kerala,2019,3,Recharge & bill payments,3431236,1051007778.31
Kerala,2019,3,Merchant payments,1497029,879510566.11
Kerala,2019,3,Financial Services,96130,8910528.72
Kerala,2019,3,Others,79747,56390837.6
Kerala,2019,4,Peer-to-peer payments,5859068,18537483865.45
Kerala,2019,4,Recharge & bill payments,4097032,1287955351.66
Kerala,2019,4,Merchant payments,2418428,1268704040.1
Kerala,2019,4,Financial Services,50728,10816332.76
Kerala,2019,4,Others,73381,46367047.83
Kerala,2020,1,Peer-to-peer payments,6634439,22862907701.61
Kerala,2020,1,Recharge & bill payments,5507580,1716538277.37
Kerala,2020,1,Merchant payments,3485036,1810329140.18
Kerala,2020,1,Financial Services,38050,17160614.59
Kerala,2020,1,Others,68417,44149097.18
Kerala,2020,2,Recharge & bill payments,7709714,2452435028.92
Kerala,2020,2,Peer-to-peer payments,5603046,21309983654.74
Kerala,2020,2,Merchant payments,2888260,2075701451.36
Kerala,2020,2,Financial Services,40501,32921115.85
Kerala,2020,2,Others,46446,23037227.73
Kerala,2020,3,Peer-to-peer payments,8590587,33346812213.8
Kerala,2020,3,Recharge & bill payments,7932950,2688361345.2
Kerala,2020,3,Merchant payments,5065205,4016995193.6
Kerala,2020,3,Financial Services,94130,76828720.82
Kerala,2020,3,Others,75808,35153178.52
Kerala,2020,4,Peer-to-peer payments,12941135,45686395927.74
Kerala,2020,4,Merchant payments,10990709,7695667406.72
Kerala,2020,4,Recharge & bill payments,9167428,3238199947.53
Kerala,2020,4,Financial Services,73833,69202344.44
Kerala,2020,4,Others,115082,65791020.58
Kerala,2021,1,Peer-to-peer payments,16209203,55336812492.75
Kerala,2021,1,Merchant payments,16105923,10058436408.18
Kerala,2021,1,Recharge & bill payments,9837385,3732534739.04
Kerala,2021,1,Financial Services,68012,69655547.76
Kerala,2021,1,Others,95819,63530974.16
Kerala,2021,2,Peer-to-peer payments,17026648,58152644526.04
Kerala,2021,2,Merchant payments,16135060,11263178335.98
Kerala,2021,2,Recharge & bill payments,13809151,4645548909.8
Kerala,2021,2,Financial Services,88830,88370679.95
Kerala,2021,2,Others,131344,77063984.38
Kerala,2021,3,Merchant payments,25402350,17877677018.11
Kerala,2021,3,Peer-to-peer payments,23378091,78598482305.74
Kerala,2021,3,Recharge & bill payments,13979407,5008396079.41
Kerala,2021,3,Financial Services,85730,101460242.26
Kerala,2021,3,Others,182688,100146127.61
Kerala,2021,4,Merchant payments,38574904,24589454633.02
Kerala,2021,4,Peer-to-peer payments,29075528,92774490034.56
Kerala,2021,4,Recharge & bill payments,13781815,5689390023.2
Kerala,2021,4,Financial Services,108232,128238698.74
Kerala,2021,4,Others,283262,160563553.84
Kerala,2022,1,Merchant payments,47778743,28685388646.42
Kerala,2022,1,Peer-to-peer payments,33089518,104623270223.32
Kerala,2022,1,Recharge & bill payments,14042317,6373570715.97
Kerala,2022,1,Financial Services,134370,158926455.91
Kerala,2022,1,Others,236017,147786423.08
Kerala,2022,2,Merchant payments,55730158,34395023155.77
Kerala,2022,2,Peer-to-peer payments,35630060,112813716119.46
Kerala,2022,2,Recharge & bill payments,14701207,7230489227.09
Kerala,2022,2,Financial Services,110336,133436809.91
Kerala,2022,2,Others,193561,123664236.88
Kerala,2022,3,Merchant payments,64984061,37852759989.76
Kerala,2022,3,Peer-to-peer payments,38774832,116414003145.12
Kerala,2022,3,Recharge & bill payments,15289755,7709237374.35
Kerala,2022,3,Financial Services,146673,162861560.07
Kerala,2022,3,Others,167583,121557246.13
Kerala,2022,4,Merchant payments,74647115,40607857085.65
Kerala,2022,4,Peer-to-peer payments,42471676,124564727703.61
Kerala,2022,4,Recharge & bill payments,15520670,8075692517.28
Kerala,2022,4,Financial Services,164334,191307058.15
Kerala,2022,4,Others,156673,120224235.04
Kerala,2023,1,Merchant payments,84583249,44370168231.0
Kerala,2023,1,Peer-to-peer payments,46080274,138477919269.0
Kerala,2023,1,Recharge & bill payments,16629085,10446589963.0
Kerala,2023,1,Financial Services,160843,201389795.0
Kerala,2023,1,Others,168114,141022419.0
Kerala,2023,2,Merchant payments,90195971,49220348954.0
Kerala,2023,2,Peer-to-peer payments,48068911,146558117198.0
Kerala,2023,2,Recharge & bill payments,17613119,11702913951.0
Kerala,2023,2,Financial Services,162540,193012060.0
Kerala,2023,2,Others,130076,122278822.0
Kerala,2023,3,Merchant payments,100971920,54395884988.0
Kerala,2023,3,Peer-to-peer payments,51765006,153333984681.0
Kerala,2023,3,Recharge & bill payments,17617414,12247443070.0
Kerala,2023,3,Financial Services,186185,243267285.0
Kerala,2023,3,Others,118126,112033305.0
Kerala,2023,4,Merchant payments,108137761,55180695119.0
Kerala,2023,4,Peer-to-peer payments,54694399,156361217618.0
Kerala,2023,4,Recharge & bill payments,16678550,13074043821.0
Kerala,2023,4,Financial Services,225961,270144459.0
Kerala,2023,4,Others,106422,99220448.0
Kerala,2024,1,Merchant payments,110514883,56336344201.0
Kerala,2024,1,Peer-to-peer payments,54327957,156296863144.0
Kerala,2024,1,Recharge & bill payments,16331869,14085091643.0
Kerala,2024,1,Financial Services,200007,279404679.0
Kerala,2024,1,Others,89250,80271071.0
Kerala,2024,2,Merchant payments,121221009,63702446188.0
Kerala,2024,2,Peer-to-peer payments,56642113,163601027548.0
Kerala,2024,2,Recharge & bill payments,16678867,14261447047.0
Kerala,2024,2,Financial Services,243874,344607925.0
Kerala,2024,2,Others,86604,94293887.0
Kerala,2024,3,Merchant payments,133203180,69317965409.0
Kerala,2024,3,Peer-to-peer payments,64012538,174589592514.0
Kerala,2024,3,Recharge & bill payments,17076750,13872380762.0
Kerala,2024,3,Financial Services,307546,408385812.0
Kerala,2024,3,Others,95444,113706812.0
Kerala,2024,4,Merchant payments,145653590,72346901392.0
Kerala,2024,4,Peer-to-peer payments,69815574,186965241113.0
Kerala,2024,4,Recharge & bill payments,16537561,13747095313.0
Kerala,2024,4,Financial Services,1014940,467808987.0
Kerala,2024,4,Others,90776,112923761.0
Ladakh,2018,1,Recharge & bill payments,3550,927250.71
Ladakh,2018,1,Peer-to-peer payments,1752,10767804.0
Ladakh,2018,1,Merchant payments,320,369327.63
Ladakh,2018,1,Financial Services,132,274283.18
Ladakh,2018,1,Others,335,194192.26
Ladakh,2018,2,Recharge & bill payments,8075,2417434.27
Ladakh,2018,2,Peer-to-peer payments,5667,42638443.12
Ladakh,2018,2,Merchant payments,724,1761366.3
Ladakh,2018,2,Financial Services,151,127324.63
Ladakh,2018,2,Others,393,390334.22
Ladakh,2018,3,Recharge & bill payments,13136,4676712.34
Ladakh,2018,3,Peer-to-peer payments,10133,77085890.57
Ladakh,2018,3,Merchant payments,1168,2016579.25
Ladakh,2018,3,Financial Services,84,69317.12
Ladakh,2018,3,Others,343,242477.85
Ladakh,2018,4,Recharge & bill payments,16650,5701932.9
Ladakh,2018,4,Peer-to-peer payments,15939,123611779.59
Ladakh,2018,4,Merchant payments,1881,5082666.82
Ladakh,2018,4,Financial Services,142,94604.73
Ladakh,2018,4,Others,599,1031858.45
Ladakh,2019,1,Peer-to-peer payments,22076,139715922.19
Ladakh,2019,1,Recharge & bill payments,20014,7186109.18
Ladakh,2019,1,Merchant payments,3238,4967122.5
Ladakh,2019,1,Financial Services,114,111851.03
Ladakh,2019,1,Others,703,878916.05
Ladakh,2019,2,Peer-to-peer payments,34202,240305709.93
Ladakh,2019,2,Recharge & bill payments,25357,10116773.37
Ladakh,2019,2,Merchant payments,8220,7726519.37
Ladakh,2019,2,Financial Services,86,113767.1
Ladakh,2019,2,Others,907,992737.24
Ladakh,2019,3,Peer-to-peer payments,43198,303596367.68
Ladakh,2019,3,Recharge & bill payments,41491,18054746.12
Ladakh,2019,3,Merchant payments,6963,8096082.97
Ladakh,2019,3,Financial Services,48,148633.29
Ladakh,2019,3,Others,696,1233697.13
Ladakh,2019,4,Peer-to-peer payments,42095,298044908.51
Ladakh,2019,4,Recharge & bill payments,35467,16510212.1
Ladakh,2019,4,Merchant payments,6522,8717893.9
Ladakh,2019,4,Financial Services,46,162760.63
Ladakh,2019,4,Others,576,1253584.89
Ladakh,2020,1,Peer-to-peer payments,51560,339551900.39
Ladakh,2020,1,Recharge & bill payments,49801,23010664.72
Ladakh,2020,1,Merchant payments,14264,13338124.27
Ladakh,2020,1,Financial Services,204,583108.95
Ladakh,2020,1,Others,590,1155879.12
Ladakh,2020,2,Recharge & bill payments,70601,32087339.27
Ladakh,2020,2,Peer-to-peer payments,68450,470749365.1
Ladakh,2020,2,Merchant payments,15132,19679330.19
Ladakh,2020,2,Financial Services,337,786069.16
Ladakh,2020,2,Others,490,490894.94
Ladakh,2020,3,Peer-to-peer payments,108345,751333715.29
Ladakh,2020,3,Recharge & bill payments,81623,40380074.55
Ladakh,2020,3,Merchant payments,36861,40538778.76
Ladakh,2020,3,Financial Services,621,2334917.78
Ladakh,2020,3,Others,772,900013.68
Ladakh,2020,4,Peer-to-peer payments,151582,985814864.34
Ladakh,2020,4,Recharge & bill payments,94133,44185250.86
Ladakh,2020,4,Merchant payments,83868,77511378.31
Ladakh,2020,4,Financial Services,729,1965054.59
Ladakh,2020,4,Others,1822,2486922.4
Ladakh,2021,1,Peer-to-peer payments,141894,869999786.15
Ladakh,2021,1,Recharge & bill payments,72719,35459532.41
Ladakh,2021,1,Merchant payments,58875,74977913.47
Ladakh,2021,1,Financial Services,629,1455016.15
Ladakh,2021,1,Others,1298,1527565.06
Ladakh,2021,2,Peer-to-peer payments,209818,1259044412.44
Ladakh,2021,2,Recharge & bill payments,95458,44754721.83
Ladakh,2021,2,Merchant payments,92078,119608470.04
Ladakh,2021,2,Financial Services,755,1756762.15
Ladakh,2021,2,Others,1607,2094729.02
Ladakh,2021,3,Peer-to-peer payments,330919,1917311078.13
Ladakh,2021,3,Merchant payments,135108,233260756.51
Ladakh,2021,3,Recharge & bill payments,121856,58750081.82
Ladakh,2021,3,Financial Services,900,1911625.54
Ladakh,2021,3,Others,2204,2751201.94
Ladakh,2021,4,Peer-to-peer payments,337120,1804428550.19
Ladakh,2021,4,Merchant payments,169110,284786365.93
Ladakh,2021,4,Recharge & bill payments,120607,58403893.47
Ladakh,2021,4,Financial Services,912,3068708.95
Ladakh,2021,4,Others,2438,2847620.24
Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.66
Ladakh,2022,1,Merchant payments,167100,279354508.99
Ladakh,2022,1,Recharge & bill payments,116486,56203999.29
Ladakh,2022,1,Financial Services,1247,2023327.68
Ladakh,2022,1,Others,2141,2217102.22
Ladakh,2022,2,Peer-to-peer payments,608870,2941624382.28
Ladakh,2022,2,Merchant payments,346146,508439376.68
Ladakh,2022,2,Recharge & bill payments,158996,88531677.99
Ladakh,2022,2,Financial Services,1585,2487560.19
Ladakh,2022,2,Others,2476,2235180.86
Ladakh,2022,3,Peer-to-peer payments,659896,2955729492.5
Ladakh,2022,3,Merchant payments,367022,551472983.88
Ladakh,2022,3,Recharge & bill payments,160269,94288872.35
Ladakh,2022,3,Financial Services,1555,1815866.9
Ladakh,2022,3,Others,2116,1892134.75
Ladakh,2022,4,Peer-to-peer payments,559259,2350047971.6
Ladakh,2022,4,Merchant payments,382456,462189599.28
Ladakh,2022,4,Recharge & bill payments,138793,79767790.99
Ladakh,2022,4,Financial Services,1248,1198715.21
Ladakh,2022,4,Others,1616,1273495.59
Ladakh,2023,1,Peer-to-peer payments,796687,3112641857.0
Ladakh,2023,1,Merchant payments,561734,601420766.0
Ladakh,2023,1,Recharge & bill payments,204592,129440564.0
Ladakh,2023,1,Financial Services,1610,3389191.0
Ladakh,2023,1,Others,2623,2128920.0
Ladakh,2023,2,Peer-to-peer payments,1479909,5891146705.0
Ladakh,2023,2,Merchant payments,1121362,1074373616.0
Ladakh,2023,2,Recharge & bill payments,337017,218229701.0
Ladakh,2023,2,Financial Services,1885,4432032.0
Ladakh,2023,2,Others,3642,2921832.0
Ladakh,2023,3,Peer-to-peer payments,1781959,6563524375.0
Ladakh,2023,3,Merchant payments,1429581,1424016428.0
Ladakh,2023,3,Recharge & bill payments,402319,245485697.0
Ladakh,2023,3,Financial Services,3579,14887998.0
Ladakh,2023,3,Others,3928,2657745.0
Ladakh,2023,4,Peer-to-peer payments,1435341,5438596932.0
Ladakh,2023,4,Merchant payments,1375598,1254754525.0
Ladakh,2023,4,Recharge & bill payments,332620,236148603.0
Ladakh,2023,4,Financial Services,3065,11423623.0
Ladakh,2023,4,Others,3594,2063262.0
Ladakh,2024,1,Merchant payments,1428526,1281667292.0
Ladakh,2024,1,Peer-to-peer payments,1254570,4577031986.0
Ladakh,2024,1,Recharge & bill payments,298740,214700854.0
Ladakh,2024,1,Financial Services,3182,10455927.0
Ladakh,2024,1,Others,2083,1534602.0
Ladakh,2024,2,Merchant payments,2761232,2170015196.0
Ladakh,2024,2,Peer-to-peer payments,2149877,7634966556.0
Ladakh,2024,2,Recharge & bill payments,406967,297269115.0
Ladakh,2024,2,Financial Services,6138,20236628.0
Ladakh,2024,2,Others,3145,3235853.0
Ladakh,2024,3,Merchant payments,3611810,2756672878.0
Ladakh,2024,3,Peer-to-peer payments,2736391,9505200187.0
Ladakh,2024,3,Recharge & bill payments,552948,365822129.0
Ladakh,2024,3,Financial Services,9965,22212555.0
Ladakh,2024,3,Others,2771,2963963.0
Ladakh,2024,4,Merchant payments,3102085,2456167697.0
Ladakh,2024,4,Peer-to-peer payments,2154011,8079768687.0
Ladakh,2024,4,Recharge & bill payments,439533,298305142.0
Ladakh,2024,4,Financial Services,14100,18009192.0
Ladakh,2024,4,Others,1555,2166936.0
Lakshadweep,2018,1,Peer-to-peer payments,423,1860278.28
Lakshadweep,2018,1,Recharge & bill payments,342,61432.05
Lakshadweep,2018,1,Merchant payments,5,590.75
Lakshadweep,2018,1,Others,8,6310.1
Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.08
Lakshadweep,2018,2,Recharge & bill payments,750,353202.8
Lakshadweep,2018,2,Merchant payments,42,64568.48
Lakshadweep,2018,2,Financial Services,6,9134.41
Lakshadweep,2018,2,Others,19,3780.77
Lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74
Lakshadweep,2018,3,Recharge & bill payments,760,300978.32
Lakshadweep,2018,3,Merchant payments,87,94046.43
Lakshadweep,2018,3,Others,15,17958.81
Lakshadweep,2018,4,Recharge & bill payments,792,351201.09
Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.43
Lakshadweep,2018,4,Merchant payments,144,262079.86
Lakshadweep,2018,4,Financial Services,6,389.89
Lakshadweep,2018,4,Others,11,8312.43
Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.37
Lakshadweep,2019,1,Recharge & bill payments,1173,353870.52
Lakshadweep,2019,1,Merchant payments,113,183062.15
Lakshadweep,2019,1,Others,12,27795.44
Lakshadweep,2019,2,Recharge & bill payments,1448,436735.17
Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.12
Lakshadweep,2019,2,Merchant payments,137,190716.54
Lakshadweep,2019,2,Others,23,12340.31
Lakshadweep,2019,3,Recharge & bill payments,1528,503049.24
Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.86
Lakshadweep,2019,3,Merchant payments,111,215159.68
Lakshadweep,2019,3,Others,10,10278.68
Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9
Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.25
Lakshadweep,2019,4,Merchant payments,188,211413.62
Lakshadweep,2019,4,Financial Services,2,34.4
Lakshadweep,2019,4,Others,21,56896.24
Lakshadweep,2020,1,Recharge & bill payments,2684,789255.26
Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.26
Lakshadweep,2020,1,Merchant payments,387,216594.03
Lakshadweep,2020,1,Others,12,33192.02
Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.14
Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.19
Lakshadweep,2020,2,Merchant payments,472,971609.46
Lakshadweep,2020,2,Financial Services,60,158593.6
Lakshadweep,2020,2,Others,15,32419.7
Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.55
Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.62
Lakshadweep,2020,3,Merchant payments,903,842981.17
Lakshadweep,2020,3,Financial Services,27,45457.51
Lakshadweep,2020,3,Others,17,42055.46
Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.11
Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.25
Lakshadweep,2020,4,Merchant payments,1668,1227101.64
Lakshadweep,2020,4,Financial Services,22,13968.75
Lakshadweep,2020,4,Others,32,86826.17
Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.02
Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.42
Lakshadweep,2021,1,Merchant payments,1537,1040213.8
Lakshadweep,2021,1,Financial Services,19,15929.1
Lakshadweep,2021,1,Others,46,92715.58
Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.83
Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49
Lakshadweep,2021,2,Merchant payments,1743,1525331.91
Lakshadweep,2021,2,Financial Services,29,15052.02
Lakshadweep,2021,2,Others,44,101366.4
Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52
Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.47
Lakshadweep,2021,3,Merchant payments,2450,2750367.06
Lakshadweep,2021,3,Financial Services,48,137227.35
Lakshadweep,2021,3,Others,32,73174.29
Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86
Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.29
Lakshadweep,2021,4,Merchant payments,2872,4071239.09
Lakshadweep,2021,4,Financial Services,27,19994.54
Lakshadweep,2021,4,Others,62,116381.75
Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.57
Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.17
Lakshadweep,2022,1,Merchant payments,3048,3838358.36
Lakshadweep,2022,1,Financial Services,39,38274.23
Lakshadweep,2022,1,Others,63,149355.33
Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.05
Lakshadweep,2022,2,Recharge & bill payments,5366,2386144.71
Lakshadweep,2022,2,Merchant payments,3602,4895657.06
Lakshadweep,2022,2,Financial Services,59,87127.82
Lakshadweep,2022,2,Others,51,108944.34
Lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.83
Lakshadweep,2022,3,Recharge & bill payments,4441,1936538.31
Lakshadweep,2022,3,Merchant payments,3142,5469200.65
Lakshadweep,2022,3,Financial Services,64,63629.88
Lakshadweep,2022,3,Others,61,81636.95
Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0
Lakshadweep,2022,4,Recharge & bill payments,4557,2024739.15
Lakshadweep,2022,4,Merchant payments,3819,5250991.0
Lakshadweep,2022,4,Financial Services,35,26453.02
Lakshadweep,2022,4,Others,50,61304.43
Lakshadweep,2023,1,Peer-to-peer payments,14918,73202195.0
Lakshadweep,2023,1,Recharge & bill payments,8287,3929048.0
Lakshadweep,2023,1,Merchant payments,6123,7988014.0
Lakshadweep,2023,1,Financial Services,153,160430.0
Lakshadweep,2023,1,Others,39,42274.0
Lakshadweep,2023,2,Peer-to-peer payments,16924,80630344.0
Lakshadweep,2023,2,Merchant payments,9524,12585603.0
Lakshadweep,2023,2,Recharge & bill payments,8287,4632264.0
Lakshadweep,2023,2,Financial Services,105,52460.0
Lakshadweep,2023,2,Others,78,86767.0
Lakshadweep,2023,3,Peer-to-peer payments,20220,77301147.0
Lakshadweep,2023,3,Merchant payments,14902,12027729.0
Lakshadweep,2023,3,Recharge & bill payments,8577,5093309.0
Lakshadweep,2023,3,Financial Services,16,12540.0
Lakshadweep,2023,3,Others,42,92336.0
Lakshadweep,2023,4,Merchant payments,27931,20455699.0
Lakshadweep,2023,4,Peer-to-peer payments,25886,93623472.0
Lakshadweep,2023,4,Recharge & bill payments,9527,5537222.0
Lakshadweep,2023,4,Financial Services,79,102991.0
Lakshadweep,2023,4,Others,56,111999.0
Lakshadweep,2024,1,Merchant payments,42704,26729830.0
Lakshadweep,2024,1,Peer-to-peer payments,28805,96802351.0
Lakshadweep,2024,1,Recharge & bill payments,9584,6450723.0
Lakshadweep,2024,1,Financial Services,36,19372.0
Lakshadweep,2024,1,Others,47,50105.0
Lakshadweep,2024,2,Merchant payments,68346,33965752.0
Lakshadweep,2024,2,Peer-to-peer payments,30929,105941312.0
Lakshadweep,2024,2,Recharge & bill payments,9704,6200429.0
Lakshadweep,2024,2,Financial Services,59,46549.0
Lakshadweep,2024,2,Others,47,58799.0
Lakshadweep,2024,3,Merchant payments,100441,45937079.0
Lakshadweep,2024,3,Peer-to-peer payments,44556,138863144.0
Lakshadweep,2024,3,Recharge & bill payments,12305,7418004.0
Lakshadweep,2024,3,Financial Services,130,159127.0
Lakshadweep,2024,3,Others,46,30733.0
Lakshadweep,2024,4,Merchant payments,129497,57962618.0
Lakshadweep,2024,4,Peer-to-peer payments,54568,181385170.0
Lakshadweep,2024,4,Recharge & bill payments,13089,7577602.0
Lakshadweep,2024,4,Financial Services,603,819138.0
Lakshadweep,2024,4,Others,20,12153.0
Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311.46
Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.55
Madhya Pradesh,2018,1,Financial Services,230519,43374288.98
Madhya Pradesh,2018,1,Merchant payments,196394,170119673.71
Madhya Pradesh,2018,1,Others,346002,210261540.74
Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090445.89
Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.49
Madhya Pradesh,2018,2,Merchant payments,397135,339308203.17
Madhya Pradesh,2018,2,Financial Services,305553,53860331.81
Madhya Pradesh,2018,2,Others,264797,243218603.32
Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.54
Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773856.68
Madhya Pradesh,2018,3,Merchant payments,784995,465390819.59
Madhya Pradesh,2018,3,Financial Services,359440,46120458.64
Madhya Pradesh,2018,3,Others,260780,212770861.22
Madhya Pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.91
Madhya Pradesh,2018,4,Recharge & bill payments,7273502,1669345516.94
Madhya Pradesh,2018,4,Merchant payments,2056426,1036249753.93
Madhya Pradesh,2018,4,Financial Services,313540,43367243.15
Madhya Pradesh,2018,4,Others,297532,259296894.04
Madhya Pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09
Madhya Pradesh,2019,1,Recharge & bill payments,9966905,2423593841.72
Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222.35
Madhya Pradesh,2019,1,Financial Services,290838,28901169.29
Madhya Pradesh,2019,1,Others,315553,239879105.6
Madhya Pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.88
Madhya Pradesh,2019,2,Recharge & bill payments,12044969,3571897178.3
Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681.45
Madhya Pradesh,2019,2,Financial Services,149197,18869661.51
Madhya Pradesh,2019,2,Others,451751,313802065.42
Madhya Pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.04
Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307.1
Madhya Pradesh,2019,3,Recharge & bill payments,13156616,4576521609.46
Madhya Pradesh,2019,3,Financial Services,192821,25654168.6
Madhya Pradesh,2019,3,Others,466385,278578703.04
Madhya Pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.99
Madhya Pradesh,2019,4,Merchant payments,19447707,7304157801.61
Madhya Pradesh,2019,4,Recharge & bill payments,16081734,5104821721.0
Madhya Pradesh,2019,4,Financial Services,127116,24020060.93
Madhya Pradesh,2019,4,Others,392270,190456045.32
Madhya Pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38
Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848.26
Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610609.85
Madhya Pradesh,2020,1,Financial Services,68055,30645714.4
Madhya Pradesh,2020,1,Others,351379,170790656.3
Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.8
Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01
Madhya Pradesh,2020,2,Merchant payments,13685723,10666223053.63
Madhya Pradesh,2020,2,Financial Services,80988,62073621.44
Madhya Pradesh,2020,2,Others,215376,104956802.17
Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.29
Madhya Pradesh,2020,3,Merchant payments,31879804,20621273981.66
Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567.21
Madhya Pradesh,2020,3,Financial Services,131725,122971108.07
Madhya Pradesh,2020,3,Others,316321,144259293.32
Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22
Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877.15
Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483.33
Madhya Pradesh,2020,4,Financial Services,149532,132590450.07
Madhya Pradesh,2020,4,Others,487537,264996097.61
Madhya Pradesh,2021,1,Merchant payments,84812245,50098244499.51
Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.82
Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041.04
Madhya Pradesh,2021,1,Financial Services,169378,161838389.8
Madhya Pradesh,2021,1,Others,445569,274786748.13
Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.1
Madhya Pradesh,2021,2,Merchant payments,77113464,58839392449.99
Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546398.85
Madhya Pradesh,2021,2,Financial Services,188726,177313389.67
Madhya Pradesh,2021,2,Others,526333,317753606.01
Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792.43
Madhya Pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.46
Madhya Pradesh,2021,3,Recharge & bill payments,44437315,19025346050.63
Madhya Pradesh,2021,3,Financial Services,174454,180366422.58
Madhya Pradesh,2021,3,Others,742972,408508699.44
Madhya Pradesh,2021,4,Merchant payments,197193842,126461098235.02
Madhya Pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.36
Madhya Pradesh,2021,4,Recharge & bill payments,46220966,22492766779.16
Madhya Pradesh,2021,4,Financial Services,247925,246488171.38
Madhya Pradesh,2021,4,Others,996331,568617375.59
