State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
Telangana,2023,3,Peer-to-peer payments,647331506,2272184853961.0
Telangana,2023,3,Recharge & bill payments,98661838,116319676778.0
Telangana,2023,3,Financial Services,420147,666845736.0
Telangana,2023,3,Others,424384,478544808.0
Telangana,2023,4,Merchant payments,1225132365,532737433404.0
Telangana,2023,4,Peer-to-peer payments,695789540,2453419152855.0
Telangana,2023,4,Recharge & bill payments,99012602,129036561862.0
Telangana,2023,4,Financial Services,483067,734596496.0
Telangana,2023,4,Others,404604,489730148.0
Telangana,2024,1,Merchant payments,1341371332,554207756092.0
Telangana,2024,1,Peer-to-peer payments,735409951,2516930587879.0
Telangana,2024,1,Recharge & bill payments,101670893,131284438344.0
Telangana,2024,1,Financial Services,494360,861174964.0
Telangana,2024,1,Others,438771,485343794.0
Telangana,2024,2,Merchant payments,1526789940,632844110484.0
Telangana,2024,2,Peer-to-peer payments,782892642,2696304021334.0
Telangana,2024,2,Recharge & bill payments,106504222,130765020697.0
Telangana,2024,2,Financial Services,612770,1074628255.0
Telangana,2024,2,Others,464783,554652542.0
Telangana,2024,3,Merchant payments,1664638136,684200679447.0
Telangana,2024,3,Peer-to-peer payments,841546198,2740602255389.0
Telangana,2024,3,Recharge & bill payments,102792228,124734574180.0
Telangana,2024,3,Financial Services,714030,1263598650.0
Telangana,2024,3,Others,447243,515868932.0
Telangana,2024,4,Merchant payments,1807552234,746607282900.0
Telangana,2024,4,Peer-to-peer payments,905771898,2978379284690.0
Telangana,2024,4,Recharge & bill payments,106373063,132027650387.0
Telangana,2024,4,Financial Services,2272332,1391283281.0
Telangana,2024,4,Others,482076,645034160.0
Tripura,2018,1,Recharge & bill payments,86819,14079439.57
Tripura,2018,1,Peer-to-peer payments,44844,112229994.98
Tripura,2018,1,Financial Services,4842,672247.59
Tripura,2018,1,Merchant payments,4833,6080959.88
Tripura,2018,1,Others,6819,4916272.51
Tripura,2018,2,Recharge & bill payments,118171,22554398.15
Tripura,2018,2,Peer-to-peer payments,73821,197666881.87
Tripura,2018,2,Merchant payments,9621,10570951.15
Tripura,2018,2,Financial Services,6925,1264101.9
Tripura,2018,2,Others,6021,4835385.63
Tripura,2018,3,Peer-to-peer payments,186065,398867427.32
Tripura,2018,3,Recharge & bill payments,156308,33484811.21
Tripura,2018,3,Merchant payments,21476,16092396.41
Tripura,2018,3,Financial Services,8106,1080000.01
Tripura,2018,3,Others,5748,4338753.08
Tripura,2018,4,Recharge & bill payments,204720,38334816.66
Tripura,2018,4,Peer-to-peer payments,179739,549068822.37
Tripura,2018,4,Merchant payments,50888,31066467.63
Tripura,2018,4,Financial Services,6441,1023126.82
Tripura,2018,4,Others,6271,5392365.97
Tripura,2019,1,Peer-to-peer payments,296993,679165332.81
Tripura,2019,1,Recharge & bill payments,227997,44429378.42
Tripura,2019,1,Merchant payments,46642,28109966.32
Tripura,2019,1,Financial Services,4189,461473.59
Tripura,2019,1,Others,5105,4728790.47
Tripura,2019,2,Peer-to-peer payments,240776,751113516.23
Tripura,2019,2,Recharge & bill payments,218649,48989430.61
Tripura,2019,2,Merchant payments,64829,35275706.83
Tripura,2019,2,Financial Services,1899,339184.33
Tripura,2019,2,Others,6405,6103644.85
Tripura,2019,3,Recharge & bill payments,339539,81845425.35
Tripura,2019,3,Peer-to-peer payments,270163,884623553.9
Tripura,2019,3,Merchant payments,68399,44802063.64
Tripura,2019,3,Financial Services,27970,582020.99
Tripura,2019,3,Others,5646,5524358.93
Tripura,2019,4,Recharge & bill payments,373779,88001651.29
Tripura,2019,4,Peer-to-peer payments,359076,1071507586.0
Tripura,2019,4,Merchant payments,62458,51274033.72
Tripura,2019,4,Financial Services,2239,377097.67
Tripura,2019,4,Others,4272,4239791.59
Tripura,2020,1,Recharge & bill payments,449584,114355218.04
Tripura,2020,1,Peer-to-peer payments,366218,1400694933.57
Tripura,2020,1,Merchant payments,102861,68590603.64
Tripura,2020,1,Financial Services,1722,1066651.52
Tripura,2020,1,Others,4117,4071399.62
Tripura,2020,2,Recharge & bill payments,600206,163220166.77
Tripura,2020,2,Peer-to-peer payments,346863,1501452755.69
Tripura,2020,2,Merchant payments,97816,99795973.61
Tripura,2020,2,Financial Services,2904,2247782.52
Tripura,2020,2,Others,4731,2459205.0
Tripura,2020,3,Recharge & bill payments,627363,185201997.28
Tripura,2020,3,Peer-to-peer payments,477769,1959371082.92
Tripura,2020,3,Merchant payments,202106,190218136.28
Tripura,2020,3,Financial Services,3828,3141391.58
Tripura,2020,3,Others,6819,3886908.16
Tripura,2020,4,Peer-to-peer payments,650386,2683789889.83
Tripura,2020,4,Recharge & bill payments,631611,192385823.43
Tripura,2020,4,Merchant payments,357567,296872485.42
Tripura,2020,4,Financial Services,4084,3666639.31
Tripura,2020,4,Others,8242,5416158.23
Tripura,2021,1,Peer-to-peer payments,643366,2821226150.59
Tripura,2021,1,Recharge & bill payments,508718,173211140.89
Tripura,2021,1,Merchant payments,350366,333743281.32
Tripura,2021,1,Financial Services,3146,2879929.22
Tripura,2021,1,Others,5827,4281067.76
Tripura,2021,2,Peer-to-peer payments,703728,2865655130.43
Tripura,2021,2,Recharge & bill payments,589839,189808502.91
Tripura,2021,2,Merchant payments,440060,404915546.52
Tripura,2021,2,Financial Services,3656,3503925.34
Tripura,2021,2,Others,7146,4271255.84
Tripura,2021,3,Peer-to-peer payments,864329,3491901741.16
Tripura,2021,3,Recharge & bill payments,620991,215226019.58
Tripura,2021,3,Merchant payments,584079,648504775.62
Tripura,2021,3,Financial Services,2886,3473153.09
Tripura,2021,3,Others,8915,5028078.73
Tripura,2021,4,Peer-to-peer payments,1060915,4368786747.1
Tripura,2021,4,Merchant payments,793636,874005407.71
Tripura,2021,4,Recharge & bill payments,650251,241225282.07
Tripura,2021,4,Financial Services,3635,5073898.61
Tripura,2021,4,Others,12256,7838128.8
Tripura,2022,1,Peer-to-peer payments,1221863,4934712034.37
Tripura,2022,1,Merchant payments,992891,1037265262.66
Tripura,2022,1,Recharge & bill payments,641170,262348231.0
Tripura,2022,1,Financial Services,4351,5782533.24
Tripura,2022,1,Others,10915,7221703.09
Tripura,2022,2,Peer-to-peer payments,1443647,5354182193.79
Tripura,2022,2,Merchant payments,1322009,1235804019.56
Tripura,2022,2,Recharge & bill payments,638643,278018856.18
Tripura,2022,2,Financial Services,3812,4533635.77
Tripura,2022,2,Others,10553,5732336.74
Tripura,2022,3,Peer-to-peer payments,1836678,6718925839.05
Tripura,2022,3,Merchant payments,1660497,1589078400.26
Tripura,2022,3,Recharge & bill payments,745382,329401812.41
Tripura,2022,3,Financial Services,4343,5330626.12
Tripura,2022,3,Others,9679,5616127.07
Tripura,2022,4,Peer-to-peer payments,2252390,8142233538.41
Tripura,2022,4,Merchant payments,2054988,1925282618.81
Tripura,2022,4,Recharge & bill payments,874800,373875271.2
Tripura,2022,4,Financial Services,5787,5028488.55
Tripura,2022,4,Others,10225,6551901.18
Tripura,2023,1,Merchant payments,2991978,2538146159.0
Tripura,2023,1,Peer-to-peer payments,2961284,10170883076.0
Tripura,2023,1,Recharge & bill payments,1146228,565902758.0
Tripura,2023,1,Financial Services,7716,6190362.0
Tripura,2023,1,Others,11481,7160536.0
Tripura,2023,2,Merchant payments,3654027,2936486824.0
Tripura,2023,2,Peer-to-peer payments,3144448,10396364428.0
Tripura,2023,2,Recharge & bill payments,1112236,570797284.0
Tripura,2023,2,Financial Services,8100,8721399.0
Tripura,2023,2,Others,10732,6760147.0
Tripura,2023,3,Merchant payments,4388876,3335231974.0
Tripura,2023,3,Peer-to-peer payments,3553878,11300910781.0
Tripura,2023,3,Recharge & bill payments,1144676,597050057.0
Tripura,2023,3,Financial Services,11060,9972113.0
Tripura,2023,3,Others,10272,6058405.0
Tripura,2023,4,Merchant payments,5112814,3958280687.0
Tripura,2023,4,Peer-to-peer payments,3854572,12207187199.0
Tripura,2023,4,Recharge & bill payments,1152820,638954177.0
Tripura,2023,4,Financial Services,10341,9913640.0
Tripura,2023,4,Others,10363,5561091.0
Tripura,2024,1,Merchant payments,5721862,4318458993.0
Tripura,2024,1,Peer-to-peer payments,4085450,12732805697.0
Tripura,2024,1,Recharge & bill payments,1215498,683732258.0
Tripura,2024,1,Financial Services,10290,12617991.0
Tripura,2024,1,Others,9539,4574435.0
Tripura,2024,2,Merchant payments,7120453,4810482925.0
Tripura,2024,2,Peer-to-peer payments,4365398,12591709691.0
Tripura,2024,2,Recharge & bill payments,1278785,711343884.0
Tripura,2024,2,Financial Services,12106,15777203.0
Tripura,2024,2,Others,10805,8117365.0
Tripura,2024,3,Merchant payments,8023651,5277307936.0
Tripura,2024,3,Peer-to-peer payments,5084144,13847946966.0
Tripura,2024,3,Recharge & bill payments,1270740,799009595.0
Tripura,2024,3,Financial Services,13232,18644893.0
Tripura,2024,3,Others,8814,5936799.0
Tripura,2024,4,Merchant payments,8992361,6011659344.0
Tripura,2024,4,Peer-to-peer payments,5662500,15543764487.0
Tripura,2024,4,Recharge & bill payments,1232968,823760709.0
Tripura,2024,4,Financial Services,49550,21746350.0
Tripura,2024,4,Others,7780,8974378.0
Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827543.88
Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.76
Uttar Pradesh,2018,1,Merchant payments,442436,428301434.28
Uttar Pradesh,2018,1,Financial Services,397328,75150444.99
Uttar Pradesh,2018,1,Others,570712,447722351.31
Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461.48
Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.95
Uttar Pradesh,2018,2,Merchant payments,909545,799920463.27
Uttar Pradesh,2018,2,Financial Services,563213,105536911.84
Uttar Pradesh,2018,2,Others,521685,572768843.16
Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98
Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029062.89
Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185.12
Uttar Pradesh,2018,3,Financial Services,603303,76605144.66
Uttar Pradesh,2018,3,Others,544964,493702369.59
Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.91
Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717446.73
Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671.26
Uttar Pradesh,2018,4,Financial Services,517619,76250539.86
Uttar Pradesh,2018,4,Others,847573,663216794.16
Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.45
Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102032.96
Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146.21
Uttar Pradesh,2019,1,Financial Services,389733,43341558.49
Uttar Pradesh,2019,1,Others,912840,637066065.91
Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.95
Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886175.91
Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107.45
Uttar Pradesh,2019,2,Financial Services,264091,38169259.95
Uttar Pradesh,2019,2,Others,1229734,775758168.42
Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.98
Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160942.6
Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975.24
Uttar Pradesh,2019,3,Financial Services,258548,51363215.15
Uttar Pradesh,2019,3,Others,1389018,683145478.09
Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.13
Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140369.77
Uttar Pradesh,2019,4,Merchant payments,20582052,9412924984.97
Uttar Pradesh,2019,4,Financial Services,242936,45686806.83
Uttar Pradesh,2019,4,Others,1239931,433285937.59
Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56
Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417430.65
Uttar Pradesh,2020,1,Merchant payments,26741638,13072371616.87
Uttar Pradesh,2020,1,Financial Services,139990,64365117.41
Uttar Pradesh,2020,1,Others,998744,376573949.2
Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056.37
Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.87
Uttar Pradesh,2020,2,Merchant payments,18625913,13655151082.57
Uttar Pradesh,2020,2,Financial Services,150360,131930242.9
Uttar Pradesh,2020,2,Others,412073,209384339.57
Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73
Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365640.85
Uttar Pradesh,2020,3,Merchant payments,34697942,24224433240.84
Uttar Pradesh,2020,3,Financial Services,206210,194129227.54
Uttar Pradesh,2020,3,Others,586033,303114557.1
Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76
Uttar Pradesh,2020,4,Merchant payments,61922138,44438824680.67
Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973968.76
Uttar Pradesh,2020,4,Financial Services,246868,255803306.14
Uttar Pradesh,2020,4,Others,994576,539071475.93
Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.68
Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381.44
Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222.33
Uttar Pradesh,2021,1,Financial Services,250656,266104783.74
Uttar Pradesh,2021,1,Others,853707,486435811.38
Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.46
Uttar Pradesh,2021,2,Merchant payments,84860582,70351401159.79
Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75
Uttar Pradesh,2021,2,Financial Services,270944,266853066.83
Uttar Pradesh,2021,2,Others,858953,525487682.56
Uttar Pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17
Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637.02
Uttar Pradesh,2021,3,Recharge & bill payments,50414232,24348150109.64
Uttar Pradesh,2021,3,Financial Services,253418,292009129.03
Uttar Pradesh,2021,3,Others,1230077,624716522.07
Uttar Pradesh,2021,4,Merchant payments,183966052,142889329646.05
Uttar Pradesh,2021,4,Peer-to-peer payments,167503176,600973581946.68
Uttar Pradesh,2021,4,Recharge & bill payments,52863531,28812549097.66
Uttar Pradesh,2021,4,Financial Services,353219,386356976.49
Uttar Pradesh,2021,4,Others,1471954,829152405.34
Uttar Pradesh,2022,1,Merchant payments,221556930,165543931419.27
Uttar Pradesh,2022,1,Peer-to-peer payments,195592648,684758883172.67
Uttar Pradesh,2022,1,Recharge & bill payments,54873261,31683813998.39
Uttar Pradesh,2022,1,Financial Services,358499,386218170.6
Uttar Pradesh,2022,1,Others,1571908,750327356.1
Uttar Pradesh,2022,2,Merchant payments,298721048,216176289528.43
Uttar Pradesh,2022,2,Peer-to-peer payments,232444860,812579156783.27
Uttar Pradesh,2022,2,Recharge & bill payments,62659780,37867966758.89
Uttar Pradesh,2022,2,Financial Services,268349,285646084.33
Uttar Pradesh,2022,2,Others,1204739,606123265.09
Uttar Pradesh,2022,3,Merchant payments,361972506,232005905549.14
Uttar Pradesh,2022,3,Peer-to-peer payments,267205027,844564255684.5
Uttar Pradesh,2022,3,Recharge & bill payments,72984811,43854148172.59
Uttar Pradesh,2022,3,Financial Services,367887,344330142.14
Uttar Pradesh,2022,3,Others,1058841,601411350.41
Uttar Pradesh,2022,4,Merchant payments,439247166,296781967366.65
Uttar Pradesh,2022,4,Peer-to-peer payments,317613698,1030345562935.88
Uttar Pradesh,2022,4,Recharge & bill payments,78025017,48159073834.94
Uttar Pradesh,2022,4,Financial Services,418329,430212917.28
Uttar Pradesh,2022,4,Others,1064861,661985014.76
Uttar Pradesh,2023,1,Merchant payments,520911142,323614616766.0
Uttar Pradesh,2023,1,Peer-to-peer payments,383752815,1246010023301.0
Uttar Pradesh,2023,1,Recharge & bill payments,96225086,66101414555.0
Uttar Pradesh,2023,1,Financial Services,486982,483872123.0
Uttar Pradesh,2023,1,Others,1181697,726338627.0
Uttar Pradesh,2023,2,Merchant payments,653469610,372223301627.0
Uttar Pradesh,2023,2,Peer-to-peer payments,446787898,1389827653278.0
Uttar Pradesh,2023,2,Recharge & bill payments,109571801,73352450074.0
Uttar Pradesh,2023,2,Financial Services,506431,562369291.0
Uttar Pradesh,2023,2,Others,1074842,656302256.0
Uttar Pradesh,2023,3,Merchant payments,754249074,389288397238.0
Uttar Pradesh,2023,3,Peer-to-peer payments,488395790,1394085756434.0
Uttar Pradesh,2023,3,Recharge & bill payments,110408404,76981859735.0
Uttar Pradesh,2023,3,Financial Services,624941,798613229.0
Uttar Pradesh,2023,3,Others,944257,593735370.0
Uttar Pradesh,2023,4,Merchant payments,875617035,489746639610.0
Uttar Pradesh,2023,4,Peer-to-peer payments,575043255,1677661668298.0
Uttar Pradesh,2023,4,Recharge & bill payments,114346855,88481840260.0
Uttar Pradesh,2023,4,Financial Services,736922,950129225.0
Uttar Pradesh,2023,4,Others,961315,600884259.0
Uttar Pradesh,2024,1,Merchant payments,999820226,541585227379.0
Uttar Pradesh,2024,1,Peer-to-peer payments,651752866,1836048765763.0
Uttar Pradesh,2024,1,Recharge & bill payments,132055620,98012574974.0
Uttar Pradesh,2024,1,Financial Services,705575,1192696922.0
Uttar Pradesh,2024,1,Others,962661,703841601.0
Uttar Pradesh,2024,2,Merchant payments,1255823323,633438040735.0
Uttar Pradesh,2024,2,Peer-to-peer payments,734688684,1964379490164.0
Uttar Pradesh,2024,2,Recharge & bill payments,143138259,103981718976.0
Uttar Pradesh,2024,2,Financial Services,858026,1406687894.0
Uttar Pradesh,2024,2,Others,1030366,1017422298.0
Uttar Pradesh,2024,3,Merchant payments,1363617969,651628890228.0
Uttar Pradesh,2024,3,Peer-to-peer payments,784039367,1951953897864.0
Uttar Pradesh,2024,3,Recharge & bill payments,136431456,111138475190.0
Uttar Pradesh,2024,3,Financial Services,1043768,1777001054.0
Uttar Pradesh,2024,3,Others,823273,976940898.0
Uttar Pradesh,2024,4,Merchant payments,1526062566,788377059975.0
Uttar Pradesh,2024,4,Peer-to-peer payments,880161951,2305698271263.0
Uttar Pradesh,2024,4,Recharge & bill payments,134632683,117186551580.0
Uttar Pradesh,2024,4,Financial Services,3239088,1758794365.0
Uttar Pradesh,2024,4,Others,793977,1085845276.0
Uttarakhand,2018,1,Recharge & bill payments,730428,124377517.33
Uttarakhand,2018,1,Peer-to-peer payments,399545,1296603346.33
Uttarakhand,2018,1,Merchant payments,35382,39372913.1
Uttarakhand,2018,1,Financial Services,27761,5637758.56
Uttarakhand,2018,1,Others,53569,42553823.19
Uttarakhand,2018,2,Recharge & bill payments,946332,193802092.82
Uttarakhand,2018,2,Peer-to-peer payments,620490,2358941864.77
Uttarakhand,2018,2,Merchant payments,60494,66946005.76
Uttarakhand,2018,2,Financial Services,29919,7913276.78
Uttarakhand,2018,2,Others,46887,52152138.42
Uttarakhand,2018,3,Peer-to-peer payments,1049725,3356030294.93
Uttarakhand,2018,3,Recharge & bill payments,1004356,239244556.77
Uttarakhand,2018,3,Merchant payments,112342,84447374.87
Uttarakhand,2018,3,Financial Services,22792,4334709.91
Uttarakhand,2018,3,Others,39917,42516103.39
